musher,bib,intime,indogs,outtime,outdogs,rest,enroute,prev,speed,checkName,inTime,outTime,prevTime,enrouteTime,restTime,dropDogs,rest24,cpOrder,finalOrder,rest8
Linwood Fiedler,15,3/4 03:53:00,14,3/4 08:05:00,14,4h 12m,4h 31m,3/3 23:22:00,8.86,Finger Lake,2019-03-04T03:53:00Z,2019-03-04T08:05:00Z,2019-03-03T23:22:00Z,271,252,0,0,1,12,0
Wade Marrs,36,3/4 08:00:00,14,3/4 08:05:00,14,0h 5m,4h 39m,3/4 03:21:00,8.6,Finger Lake,2019-03-04T08:00:00Z,2019-03-04T08:05:00Z,2019-03-04T03:21:00Z,279,5,0,0,17,14,0
Aliy Zirkle,19,3/4 05:29:00,14,3/4 08:32:00,14,3h 3m,4h 42m,3/4 00:47:00,8.51,Finger Lake,2019-03-04T05:29:00Z,2019-03-04T08:32:00Z,2019-03-04T00:47:00Z,282,183,0,0,2,4,0
Ramey Smyth,6,3/4 08:32:00,14,3/4 08:37:00,14,0h 5m,5h 15m,3/4 03:17:00,7.62,Finger Lake,2019-03-04T08:32:00Z,2019-03-04T08:37:00Z,2019-03-04T03:17:00Z,315,5,0,0,21,8,0
Anna Berington,10,3/4 08:26:00,14,3/4 08:39:00,14,0h 13m,4h 54m,3/4 03:32:00,8.16,Finger Lake,2019-03-04T08:26:00Z,2019-03-04T08:39:00Z,2019-03-04T03:32:00Z,294,13,0,0,19,17,0
Kristy Berington,26,3/4 08:28:00,13,3/4 08:39:00,13,0h 11m,4h 54m,3/4 03:34:00,8.16,Finger Lake,2019-03-04T08:28:00Z,2019-03-04T08:39:00Z,2019-03-04T03:34:00Z,294,11,0,0,20,16,0
Joar Leifseth Ulsom,28,3/4 05:39:00,14,3/4 08:40:00,14,3h 1m,4h 33m,3/4 01:06:00,8.79,Finger Lake,2019-03-04T05:39:00Z,2019-03-04T08:40:00Z,2019-03-04T01:06:00Z,273,181,0,0,3,2,0
Jessie Royer,14,3/4 05:49:00,14,3/4 09:07:00,14,3h 18m,4h 37m,3/4 01:12:00,8.66,Finger Lake,2019-03-04T05:49:00Z,2019-03-04T09:07:00Z,2019-03-04T01:12:00Z,277,198,0,0,5,3,0
Mats Pettersson,4,3/4 06:10:00,14,3/4 09:09:00,14,2h 59m,4h 33m,3/4 01:37:00,8.79,Finger Lake,2019-03-04T06:10:00Z,2019-03-04T09:09:00Z,2019-03-04T01:37:00Z,273,179,0,0,10,20,0
Sarah Stokey,52,3/4 09:11:00,14,3/4 09:16:00,14,0h 5m,4h 40m,3/4 04:31:00,8.57,Finger Lake,2019-03-04T09:11:00Z,2019-03-04T09:16:00Z,2019-03-04T04:31:00Z,280,5,0,0,23,35,0
Jason Campeau,12,3/4 06:02:00,14,3/4 09:25:00,14,3h 23m,4h 53m,3/4 01:09:00,8.19,Finger Lake,2019-03-04T06:02:00Z,2019-03-04T09:25:00Z,2019-03-04T01:09:00Z,293,203,0,0,6,31,0
Richie Diehl,29,3/4 05:42:00,14,3/4 09:48:00,14,4h 6m,4h 35m,3/4 01:07:00,8.73,Finger Lake,2019-03-04T05:42:00Z,2019-03-04T09:48:00Z,2019-03-04T01:07:00Z,275,246,0,0,4,11,0
Michi Konno,43,3/4 09:37:00,14,3/4 09:51:00,14,0h 14m,4h 52m,3/4 04:45:00,8.22,Finger Lake,2019-03-04T09:37:00Z,2019-03-04T09:51:00Z,2019-03-04T04:45:00Z,292,14,0,0,27,26,0
Travis Beals,51,3/4 07:39:00,14,3/4 10:03:00,14,2h 24m,4h 28m,3/4 03:11:00,8.96,Finger Lake,2019-03-04T07:39:00Z,2019-03-04T10:03:00Z,2019-03-04T03:11:00Z,268,144,0,0,15,5,0
Jeff King,23,3/4 08:42:00,14,3/4 10:04:00,14,1h 22m,4h 45m,3/4 03:57:00,8.42,Finger Lake,2019-03-04T08:42:00Z,2019-03-04T10:04:00Z,2019-03-04T03:57:00Z,285,82,0,0,22,13,0
Lev Shvarts,13,3/4 10:15:00,14,3/4 10:18:00,14,0h 3m,8h 35m,3/4 01:40:00,4.66,Finger Lake,2019-03-04T10:15:00Z,2019-03-04T10:18:00Z,2019-03-04T01:40:00Z,515,3,0,0,29,NA,0
Mitch Seavey,32,3/4 07:33:00,14,3/4 10:19:00,14,2h 46m,4h 40m,3/4 02:53:00,8.57,Finger Lake,2019-03-04T07:33:00Z,2019-03-04T10:19:00Z,2019-03-04T02:53:00Z,280,166,0,0,13,9,0
Brett Bruggeman,35,3/4 10:29:00,14,3/4 10:35:00,14,0h 6m,9h 14m,3/4 01:15:00,4.33,Finger Lake,2019-03-04T10:29:00Z,2019-03-04T10:35:00Z,2019-03-04T01:15:00Z,554,6,0,0,32,NA,0
Paige Drobny,40,3/4 10:35:00,14,3/4 10:37:00,14,0h 2m,8h 53m,3/4 01:42:00,4.5,Finger Lake,2019-03-04T10:35:00Z,2019-03-04T10:37:00Z,2019-03-04T01:42:00Z,533,2,0,0,33,7,0
Aaron Peck,47,3/4 10:39:00,14,3/4 10:47:00,13,0h 8m,8h 53m,3/4 01:46:00,4.5,Finger Lake,2019-03-04T10:39:00Z,2019-03-04T10:47:00Z,2019-03-04T01:46:00Z,533,8,1,0,34,24,0
Matthew Failor,17,3/4 07:09:00,14,3/4 10:48:00,14,3h 39m,4h 36m,3/4 02:33:00,8.7,Finger Lake,2019-03-04T07:09:00Z,2019-03-04T10:48:00Z,2019-03-04T02:33:00Z,276,219,0,0,12,18,0
Martin Buser,21,3/4 11:23:00,14,3/4 11:24:00,14,0h 1m,9h 5m,3/4 02:18:00,4.4,Finger Lake,2019-03-04T11:23:00Z,2019-03-04T11:24:00Z,2019-03-04T02:18:00Z,545,1,0,0,37,23,0
Jeff Deeter,25,3/4 11:27:00,13,3/4 11:33:00,13,0h 6m,7h 44m,3/4 03:43:00,5.17,Finger Lake,2019-03-04T11:27:00Z,2019-03-04T11:33:00Z,2019-03-04T03:43:00Z,464,6,0,0,38,15,0
Aaron Burmeister,38,3/4 06:59:00,14,3/4 11:38:00,13,4h 39m,4h 59m,3/4 02:00:00,8.03,Finger Lake,2019-03-04T06:59:00Z,2019-03-04T11:38:00Z,2019-03-04T02:00:00Z,299,279,1,0,11,10,0
Charley Bejna,31,3/4 08:15:00,14,3/4 11:40:00,14,3h 25m,4h 49m,3/4 03:26:00,8.3,Finger Lake,2019-03-04T08:15:00Z,2019-03-04T11:40:00Z,2019-03-04T03:26:00Z,289,205,0,0,18,25,0
Richie Beattie,50,3/4 12:04:00,14,3/4 12:06:00,14,0h 2m,9h 3m,3/4 03:01:00,4.42,Finger Lake,2019-03-04T12:04:00Z,2019-03-04T12:06:00Z,2019-03-04T03:01:00Z,543,2,0,0,43,21,0
Sebastien Dos Santos Borges,46,3/4 12:20:00,14,3/4 12:26:00,14,0h 6m,9h 29m,3/4 02:51:00,4.22,Finger Lake,2019-03-04T12:20:00Z,2019-03-04T12:26:00Z,2019-03-04T02:51:00Z,569,6,0,0,47,NA,0
Blair Braverman,11,3/4 12:10:00,14,3/4 12:31:00,13,0h 21m,10h 51m,3/4 01:19:00,3.69,Finger Lake,2019-03-04T12:10:00Z,2019-03-04T12:31:00Z,2019-03-04T01:19:00Z,651,21,1,0,44,37,0
Robert Redington,34,3/4 09:23:00,14,3/4 14:04:00,13,4h 41m,5h 16m,3/4 04:07:00,7.59,Finger Lake,2019-03-04T09:23:00Z,2019-03-04T14:04:00Z,2019-03-04T04:07:00Z,316,281,1,0,24,NA,0
Ed Hopkins,33,3/4 10:53:00,14,3/4 14:45:00,14,3h 52m,8h 57m,3/4 01:56:00,4.47,Finger Lake,2019-03-04T10:53:00Z,2019-03-04T14:45:00Z,2019-03-04T01:56:00Z,537,232,0,0,36,22,0
Kristin Bacon,8,3/4 14:51:00,14,3/4 14:56:00,14,0h 5m,9h 32m,3/4 05:19:00,4.2,Finger Lake,2019-03-04T14:51:00Z,2019-03-04T14:56:00Z,2019-03-04T05:19:00Z,572,5,0,0,50,39,0
Lance Mackey,44,3/4 09:33:00,14,3/4 15:10:00,14,5h 37m,4h 55m,3/4 04:38:00,8.14,Finger Lake,2019-03-04T09:33:00Z,2019-03-04T15:10:00Z,2019-03-04T04:38:00Z,295,337,0,0,26,27,0
Martin Apayauq Reitan,39,3/4 10:50:00,14,3/4 15:11:00,14,4h 21m,5h 14m,3/4 05:36:00,7.64,Finger Lake,2019-03-04T10:50:00Z,2019-03-04T15:11:00Z,2019-03-04T05:36:00Z,314,261,0,0,35,29,0
Jessica Klejka,24,3/4 09:24:00,14,3/4 15:12:00,14,5h 48m,4h 54m,3/4 04:30:00,8.16,Finger Lake,2019-03-04T09:24:00Z,2019-03-04T15:12:00Z,2019-03-04T04:30:00Z,294,348,0,0,25,32,0
Seth Barnes,45,3/4 10:18:00,14,3/4 15:17:00,14,4h 59m,4h 52m,3/4 05:26:00,8.22,Finger Lake,2019-03-04T10:18:00Z,2019-03-04T15:17:00Z,2019-03-04T05:26:00Z,292,299,0,0,30,19,0
Shaynee Traska,7,3/4 10:22:00,14,3/4 15:18:00,12,4h 56m,5h 2m,3/4 05:20:00,7.95,Finger Lake,2019-03-04T10:22:00Z,2019-03-04T15:18:00Z,2019-03-04T05:20:00Z,302,296,2,0,31,NA,0
Emily Maxwell,18,3/4 09:56:00,14,3/4 15:20:00,13,5h 24m,4h 54m,3/4 05:02:00,8.16,Finger Lake,2019-03-04T09:56:00Z,2019-03-04T15:20:00Z,2019-03-04T05:02:00Z,294,324,1,0,28,NA,0
Anja Radano,2,3/4 16:01:00,14,3/4 16:21:00,13,0h 20m,12h 33m,3/4 03:28:00,3.19,Finger Lake,2019-03-04T16:01:00Z,2019-03-04T16:21:00Z,2019-03-04T03:28:00Z,753,20,1,0,51,36,0
Niklas Wikstrand,42,3/4 11:37:00,14,3/4 16:47:00,14,5h 10m,4h 52m,3/4 06:45:00,8.22,Finger Lake,2019-03-04T11:37:00Z,2019-03-04T16:47:00Z,2019-03-04T06:45:00Z,292,310,0,0,39,NA,0
Marcelle Fressineau,27,3/4 12:18:00,14,3/4 17:00:00,13,4h 42m,7h 24m,3/4 04:54:00,5.41,Finger Lake,2019-03-04T12:18:00Z,2019-03-04T17:00:00Z,2019-03-04T04:54:00Z,444,282,1,0,46,NA,0
Michael Baker,41,3/4 12:13:00,14,3/4 17:28:00,14,5h 15m,4h 26m,3/4 07:47:00,9.02,Finger Lake,2019-03-04T12:13:00Z,2019-03-04T17:28:00Z,2019-03-04T07:47:00Z,266,315,0,0,45,34,0
Cindy Gallea,53,3/4 11:55:00,14,3/4 17:41:00,13,5h 46m,5h 2m,3/4 06:53:00,7.95,Finger Lake,2019-03-04T11:55:00Z,2019-03-04T17:41:00Z,2019-03-04T06:53:00Z,302,346,1,0,40,NA,0
Cindy Abbott,16,3/4 12:01:00,14,3/4 18:03:00,14,6h 2m,5h 8m,3/4 06:53:00,7.79,Finger Lake,2019-03-04T12:01:00Z,2019-03-04T18:03:00Z,2019-03-04T06:53:00Z,308,362,0,0,42,NA,0
Ryan Santiago,49,3/4 13:24:00,14,3/4 18:23:00,14,4h 59m,4h 42m,3/4 08:42:00,8.51,Finger Lake,2019-03-04T13:24:00Z,2019-03-04T18:23:00Z,2019-03-04T08:42:00Z,282,299,0,0,49,30,0
Alison Lifka,37,3/4 13:03:54,14,3/4 18:35:00,14,5h 31m,4h 58m,3/4 08:05:00,8.05,Finger Lake,2019-03-04T13:03:54Z,2019-03-04T18:35:00Z,2019-03-04T08:05:00Z,298.9,331.1,0,0,48,33,0
Victoria Hardwick,30,3/4 16:36:00,14,3/4 19:14:00,14,2h 38m,7h 36m,3/4 09:00:00,5.26,Finger Lake,2019-03-04T16:36:00Z,2019-03-04T19:14:00Z,2019-03-04T09:00:00Z,456,158,0,0,52,40,0
Jeremy Keller,48,3/4 11:58:00,13,3/4 19:24:00,9,7h 26m,5h 58m,3/4 06:00:00,6.7,Finger Lake,2019-03-04T11:58:00Z,2019-03-04T19:24:00Z,2019-03-04T06:00:00Z,358,446,4,0,41,38,0
Nicolas Petit,20,3/4 09:06:00,14,3/4 09:14:00,14,0h 8m,2h 56m,3/4 06:10:00,10.23,Rainy Pass,2019-03-04T09:06:00Z,2019-03-04T09:14:00Z,2019-03-04T06:10:00Z,176,8,0,0,1,NA,0
Peter Kaiser,9,3/4 09:18:00,14,3/4 09:25:00,14,0h 7m,3h 8m,3/4 06:10:00,9.57,Rainy Pass,2019-03-04T09:18:00Z,2019-03-04T09:25:00Z,2019-03-04T06:10:00Z,188,7,0,0,2,1,0
Joar Leifseth Ulsom,28,3/4 11:42:00,14,3/4 14:52:00,13,3h 10m,3h 2m,3/4 08:40:00,9.89,Rainy Pass,2019-03-04T11:42:00Z,2019-03-04T14:52:00Z,2019-03-04T08:40:00Z,182,190,1,0,7,2,0
Ryan Redington,22,3/4 09:26:00,14,3/4 15:16:00,14,5h 50m,3h 14m,3/4 06:12:00,9.28,Rainy Pass,2019-03-04T09:26:00Z,2019-03-04T15:16:00Z,2019-03-04T06:12:00Z,194,350,0,0,3,NA,0
Aliy Zirkle,19,3/4 11:43:00,14,3/4 15:19:00,14,3h 36m,3h 11m,3/4 08:32:00,9.42,Rainy Pass,2019-03-04T11:43:00Z,2019-03-04T15:19:00Z,2019-03-04T08:32:00Z,191,216,0,0,8,4,0
Matt Hall,3,3/4 11:04:00,14,3/4 15:51:00,14,4h 47m,3h 23m,3/4 07:41:00,8.87,Rainy Pass,2019-03-04T11:04:00Z,2019-03-04T15:51:00Z,2019-03-04T07:41:00Z,203,287,0,0,5,6,0
Jessie Holmes,5,3/4 11:03:00,14,3/4 15:55:00,14,4h 52m,3h 15m,3/4 07:48:00,9.23,Rainy Pass,2019-03-04T11:03:00Z,2019-03-04T15:55:00Z,2019-03-04T07:48:00Z,195,292,0,0,4,28,0
Jessie Royer,14,3/4 12:13:00,14,3/4 15:59:00,14,3h 46m,3h 6m,3/4 09:07:00,9.68,Rainy Pass,2019-03-04T12:13:00Z,2019-03-04T15:59:00Z,2019-03-04T09:07:00Z,186,226,0,0,9,3,0
Aaron Burmeister,38,3/4 15:46:00,13,3/4 16:01:00,13,0h 15m,4h 8m,3/4 11:38:00,7.26,Rainy Pass,2019-03-04T15:46:00Z,2019-03-04T16:01:00Z,2019-03-04T11:38:00Z,248,15,0,0,26,10,0
Linwood Fiedler,15,3/4 11:18:00,14,3/4 16:02:00,14,4h 44m,3h 13m,3/4 08:05:00,9.33,Rainy Pass,2019-03-04T11:18:00Z,2019-03-04T16:02:00Z,2019-03-04T08:05:00Z,193,284,0,0,6,12,0
Mitch Seavey,32,3/4 13:32:00,14,3/4 16:22:00,14,2h 50m,3h 13m,3/4 10:19:00,9.33,Rainy Pass,2019-03-04T13:32:00Z,2019-03-04T16:22:00Z,2019-03-04T10:19:00Z,193,170,0,0,17,9,0
Mats Pettersson,4,3/4 12:18:00,14,3/4 16:37:00,14,4h 19m,3h 9m,3/4 09:09:00,9.52,Rainy Pass,2019-03-04T12:18:00Z,2019-03-04T16:37:00Z,2019-03-04T09:09:00Z,189,259,0,0,10,20,0
Richie Diehl,29,3/4 12:58:00,14,3/4 16:42:00,14,3h 44m,3h 10m,3/4 09:48:00,9.47,Rainy Pass,2019-03-04T12:58:00Z,2019-03-04T16:42:00Z,2019-03-04T09:48:00Z,190,224,0,0,13,11,0
Jason Campeau,12,3/4 12:57:00,14,3/4 16:51:00,14,3h 54m,3h 32m,3/4 09:25:00,8.49,Rainy Pass,2019-03-04T12:57:00Z,2019-03-04T16:51:00Z,2019-03-04T09:25:00Z,212,234,0,0,12,31,0
Travis Beals,51,3/4 13:12:00,14,3/4 16:58:00,14,3h 46m,3h 9m,3/4 10:03:00,9.52,Rainy Pass,2019-03-04T13:12:00Z,2019-03-04T16:58:00Z,2019-03-04T10:03:00Z,189,226,0,0,14,5,0
Kristy Berington,26,3/4 16:56:00,13,3/4 17:01:00,13,0h 5m,8h 17m,3/4 08:39:00,3.62,Rainy Pass,2019-03-04T16:56:00Z,2019-03-04T17:01:00Z,2019-03-04T08:39:00Z,497,5,0,0,29,16,0
Anna Berington,10,3/4 16:57:00,14,3/4 17:01:00,14,0h 4m,8h 18m,3/4 08:39:00,3.61,Rainy Pass,2019-03-04T16:57:00Z,2019-03-04T17:01:00Z,2019-03-04T08:39:00Z,498,4,0,0,30,17,0
Wade Marrs,36,3/4 17:22:00,14,3/4 17:24:00,14,0h 2m,9h 17m,3/4 08:05:00,3.23,Rainy Pass,2019-03-04T17:22:00Z,2019-03-04T17:24:00Z,2019-03-04T08:05:00Z,557,2,0,0,31,14,0
Matthew Failor,17,3/4 14:04:00,14,3/4 17:25:00,14,3h 21m,3h 16m,3/4 10:48:00,9.18,Rainy Pass,2019-03-04T14:04:00Z,2019-03-04T17:25:00Z,2019-03-04T10:48:00Z,196,201,0,0,20,18,0
Ramey Smyth,6,3/4 17:23:00,14,3/4 17:25:00,14,0h 2m,8h 46m,3/4 08:37:00,3.42,Rainy Pass,2019-03-04T17:23:00Z,2019-03-04T17:25:00Z,2019-03-04T08:37:00Z,526,2,0,0,32,8,0
Sarah Stokey,52,3/4 12:43:00,14,3/4 17:34:00,14,4h 51m,3h 27m,3/4 09:16:00,8.7,Rainy Pass,2019-03-04T12:43:00Z,2019-03-04T17:34:00Z,2019-03-04T09:16:00Z,207,291,0,0,11,35,0
Paige Drobny,40,3/4 14:00:00,14,3/4 17:48:00,13,3h 48m,3h 23m,3/4 10:37:00,8.87,Rainy Pass,2019-03-04T14:00:00Z,2019-03-04T17:48:00Z,2019-03-04T10:37:00Z,203,228,1,0,19,7,0
Michi Konno,43,3/4 13:22:00,14,3/4 18:15:00,14,4h 53m,3h 31m,3/4 09:51:00,8.53,Rainy Pass,2019-03-04T13:22:00Z,2019-03-04T18:15:00Z,2019-03-04T09:51:00Z,211,293,0,0,15,26,0
Brett Bruggeman,35,3/4 14:17:00,14,3/4 18:39:00,14,4h 22m,3h 42m,3/4 10:35:00,8.11,Rainy Pass,2019-03-04T14:17:00Z,2019-03-04T18:39:00Z,2019-03-04T10:35:00Z,222,262,0,0,22,NA,0
Lev Shvarts,13,3/4 13:38:00,14,3/4 18:41:00,13,5h 3m,3h 20m,3/4 10:18:00,9,Rainy Pass,2019-03-04T13:38:00Z,2019-03-04T18:41:00Z,2019-03-04T10:18:00Z,200,303,1,0,18,NA,0
Jeff King,23,3/4 13:29:00,14,3/4 18:52:00,14,5h 23m,3h 25m,3/4 10:04:00,8.78,Rainy Pass,2019-03-04T13:29:00Z,2019-03-04T18:52:00Z,2019-03-04T10:04:00Z,205,323,0,0,16,13,0
Aaron Peck,47,3/4 14:15:00,13,3/4 18:54:00,13,4h 39m,3h 28m,3/4 10:47:00,8.65,Rainy Pass,2019-03-04T14:15:00Z,2019-03-04T18:54:00Z,2019-03-04T10:47:00Z,208,279,0,0,21,24,0
Jeff Deeter,25,3/4 14:57:00,13,3/4 18:56:00,12,3h 59m,3h 24m,3/4 11:33:00,8.82,Rainy Pass,2019-03-04T14:57:00Z,2019-03-04T18:56:00Z,2019-03-04T11:33:00Z,204,239,1,0,24,15,0
Martin Buser,21,3/4 14:44:00,14,3/4 19:01:00,14,4h 17m,3h 20m,3/4 11:24:00,9,Rainy Pass,2019-03-04T14:44:00Z,2019-03-04T19:01:00Z,2019-03-04T11:24:00Z,200,257,0,0,23,23,0
Charley Bejna,31,3/4 15:21:00,14,3/4 19:26:00,13,4h 5m,3h 41m,3/4 11:40:00,8.14,Rainy Pass,2019-03-04T15:21:00Z,2019-03-04T19:26:00Z,2019-03-04T11:40:00Z,221,245,1,0,25,25,0
Emily Maxwell,18,3/4 18:49:00,13,3/4 20:02:00,13,1h 13m,3h 29m,3/4 15:20:00,8.61,Rainy Pass,2019-03-04T18:49:00Z,2019-03-04T20:02:00Z,2019-03-04T15:20:00Z,209,73,0,0,38,NA,0
Sebastien Dos Santos Borges,46,3/4 16:34:00,14,3/4 21:16:00,14,4h 42m,4h 8m,3/4 12:26:00,7.26,Rainy Pass,2019-03-04T16:34:00Z,2019-03-04T21:16:00Z,2019-03-04T12:26:00Z,248,282,0,0,28,NA,0
Robert Redington,34,3/4 17:34:00,13,3/4 21:21:00,13,3h 47m,3h 30m,3/4 14:04:00,8.57,Rainy Pass,2019-03-04T17:34:00Z,2019-03-04T21:21:00Z,2019-03-04T14:04:00Z,210,227,0,0,33,NA,0
Ed Hopkins,33,3/4 18:17:00,14,3/4 21:24:00,14,3h 7m,3h 32m,3/4 14:45:00,8.49,Rainy Pass,2019-03-04T18:17:00Z,2019-03-04T21:24:00Z,2019-03-04T14:45:00Z,212,187,0,0,34,22,0
Seth Barnes,45,3/4 18:46:00,14,3/4 21:25:00,14,2h 39m,3h 29m,3/4 15:17:00,8.61,Rainy Pass,2019-03-04T18:46:00Z,2019-03-04T21:25:00Z,2019-03-04T15:17:00Z,209,159,0,0,37,19,0
Lance Mackey,44,3/4 18:38:00,14,3/4 21:46:00,14,3h 8m,3h 28m,3/4 15:10:00,8.65,Rainy Pass,2019-03-04T18:38:00Z,2019-03-04T21:46:00Z,2019-03-04T15:10:00Z,208,188,0,0,35,27,0
Richie Beattie,50,3/4 16:23:00,14,3/4 21:51:00,14,5h 28m,4h 17m,3/4 12:06:00,7,Rainy Pass,2019-03-04T16:23:00Z,2019-03-04T21:51:00Z,2019-03-04T12:06:00Z,257,328,0,0,27,21,0
Jessica Klejka,24,3/4 18:39:00,14,3/4 22:56:00,14,4h 17m,3h 27m,3/4 15:12:00,8.7,Rainy Pass,2019-03-04T18:39:00Z,2019-03-04T22:56:00Z,2019-03-04T15:12:00Z,207,257,0,0,36,32,0
Shaynee Traska,7,3/4 19:06:00,12,3/5 00:27:00,12,5h 21m,3h 48m,3/4 15:18:00,7.89,Rainy Pass,2019-03-04T19:06:00Z,2019-03-05T00:27:00Z,2019-03-04T15:18:00Z,228,321,0,0,39,NA,0
Blair Braverman,11,3/4 22:08:00,13,3/5 00:49:00,13,2h 41m,9h 37m,3/4 12:31:00,3.12,Rainy Pass,2019-03-04T22:08:00Z,2019-03-05T00:49:00Z,2019-03-04T12:31:00Z,577,161,0,0,48,37,0
Kristin Bacon,8,3/4 19:28:00,14,3/5 01:03:00,14,5h 35m,4h 32m,3/4 14:56:00,6.62,Rainy Pass,2019-03-04T19:28:00Z,2019-03-05T01:03:00Z,2019-03-04T14:56:00Z,272,335,0,0,40,39,0
Anja Radano,2,3/4 20:08:00,13,3/5 01:10:00,13,5h 2m,3h 47m,3/4 16:21:00,7.93,Rainy Pass,2019-03-04T20:08:00Z,2019-03-05T01:10:00Z,2019-03-04T16:21:00Z,227,302,0,0,42,36,0
Michael Baker,41,3/4 21:01:00,14,3/5 02:16:00,13,5h 15m,3h 33m,3/4 17:28:00,8.45,Rainy Pass,2019-03-04T21:01:00Z,2019-03-05T02:16:00Z,2019-03-04T17:28:00Z,213,315,1,0,44,34,0
Niklas Wikstrand,42,3/4 20:20:00,14,3/5 02:21:00,14,6h 1m,3h 33m,3/4 16:47:00,8.45,Rainy Pass,2019-03-04T20:20:00Z,2019-03-05T02:21:00Z,2019-03-04T16:47:00Z,213,361,0,0,43,NA,0
Marcelle Fressineau,27,3/4 21:30:00,13,3/5 03:20:00,13,5h 50m,4h 30m,3/4 17:00:00,6.67,Rainy Pass,2019-03-04T21:30:00Z,2019-03-05T03:20:00Z,2019-03-04T17:00:00Z,270,350,0,0,45,NA,0
Ryan Santiago,49,3/4 21:57:00,14,3/5 04:33:00,14,6h 36m,3h 34m,3/4 18:23:00,8.41,Rainy Pass,2019-03-04T21:57:00Z,2019-03-05T04:33:00Z,2019-03-04T18:23:00Z,214,396,0,0,47,30,0
Alison Lifka,37,3/4 22:14:00,14,3/5 05:05:00,14,6h 51m,3h 39m,3/4 18:35:00,8.22,Rainy Pass,2019-03-04T22:14:00Z,2019-03-05T05:05:00Z,2019-03-04T18:35:00Z,219,411,0,0,49,33,0
Martin Apayauq Reitan,39,3/4 20:06:00,14,3/5 05:43:00,13,9h 37m,4h 55m,3/4 15:11:00,6.1,Rainy Pass,2019-03-04T20:06:00Z,2019-03-05T05:43:00Z,2019-03-04T15:11:00Z,295,577,1,0,41,29,1
Jeremy Keller,48,3/4 23:13:00,9,3/5 05:51:00,9,6h 38m,3h 49m,3/4 19:24:00,7.86,Rainy Pass,2019-03-04T23:13:00Z,2019-03-05T05:51:00Z,2019-03-04T19:24:00Z,229,398,0,0,51,38,0
Cindy Abbott,16,3/4 22:28:00,14,3/5 06:35:00,14,8h 7m,4h 25m,3/4 18:03:00,6.79,Rainy Pass,2019-03-04T22:28:00Z,2019-03-05T06:35:00Z,2019-03-04T18:03:00Z,265,487,0,0,50,NA,1
Cindy Gallea,53,3/4 21:35:00,13,3/5 06:40:00,13,9h 5m,3h 54m,3/4 17:41:00,7.69,Rainy Pass,2019-03-04T21:35:00Z,2019-03-05T06:40:00Z,2019-03-04T17:41:00Z,234,545,0,0,46,NA,1
Victoria Hardwick,30,3/5 00:30:00,14,3/5 09:12:00,14,8h 42m,5h 16m,3/4 19:14:00,5.7,Rainy Pass,2019-03-05T00:30:00Z,2019-03-05T09:12:00Z,2019-03-04T19:14:00Z,316,522,0,0,52,40,1
Nicolas Petit,20,3/4 17:52:00,14,3/4 18:12:00,14,0h 20m,8h 38m,3/4 09:14:00,4.05,Rohn,2019-03-04T17:52:00Z,2019-03-04T18:12:00Z,2019-03-04T09:14:00Z,518,20,0,0,1,NA,0
Joar Leifseth Ulsom,28,3/4 18:30:00,13,3/4 18:37:00,13,0h 7m,3h 38m,3/4 14:52:00,9.63,Rohn,2019-03-04T18:30:00Z,2019-03-04T18:37:00Z,2019-03-04T14:52:00Z,218,7,0,0,3,2,0
Ryan Redington,22,3/4 19:06:00,14,3/4 19:18:00,14,0h 12m,3h 50m,3/4 15:16:00,9.13,Rohn,2019-03-04T19:06:00Z,2019-03-04T19:18:00Z,2019-03-04T15:16:00Z,230,12,0,0,4,NA,0
Aliy Zirkle,19,3/4 19:12:00,14,3/4 19:54:00,14,0h 42m,3h 53m,3/4 15:19:00,9.01,Rohn,2019-03-04T19:12:00Z,2019-03-04T19:54:00Z,2019-03-04T15:19:00Z,233,42,0,0,5,4,0
Jessie Royer,14,3/4 19:44:00,14,3/4 20:03:00,14,0h 19m,3h 45m,3/4 15:59:00,9.33,Rohn,2019-03-04T19:44:00Z,2019-03-04T20:03:00Z,2019-03-04T15:59:00Z,225,19,0,0,7,3,0
Matt Hall,3,3/4 19:55:00,14,3/4 20:06:00,14,0h 11m,4h 4m,3/4 15:51:00,8.61,Rohn,2019-03-04T19:55:00Z,2019-03-04T20:06:00Z,2019-03-04T15:51:00Z,244,11,0,0,8,6,0
Mitch Seavey,32,3/4 20:11:00,14,3/4 20:31:00,13,0h 20m,3h 49m,3/4 16:22:00,9.17,Rohn,2019-03-04T20:11:00Z,2019-03-04T20:31:00Z,2019-03-04T16:22:00Z,229,20,1,0,10,9,0
Richie Diehl,29,3/4 20:30:00,14,3/4 20:41:00,14,0h 11m,3h 48m,3/4 16:42:00,9.21,Rohn,2019-03-04T20:30:00Z,2019-03-04T20:41:00Z,2019-03-04T16:42:00Z,228,11,0,0,12,11,0
Travis Beals,51,3/4 20:53:00,14,3/4 20:53:00,13,0h 0m,3h 55m,3/4 16:58:00,8.94,Rohn,2019-03-04T20:53:00Z,2019-03-04T20:53:00Z,2019-03-04T16:58:00Z,235,0,1,0,14,5,0
Peter Kaiser,9,3/4 18:18:00,14,3/4 21:16:00,14,2h 58m,8h 53m,3/4 09:25:00,3.94,Rohn,2019-03-04T18:18:00Z,2019-03-04T21:16:00Z,2019-03-04T09:25:00Z,533,178,0,0,2,1,0
